Timestamp, Server, CPU Usage, Memory Usage, Disk Usage
2026-03-02 14:20:03.330523, Server C,   4%, 1024 MB,  94 GB
2026-03-02 14:20:03.332323, Server B,  84%, 1024 MB,  11 GB
2026-03-02 14:20:03.334130, Server B,  85%,  512 MB,  89 GB
2026-03-02 14:20:03.335948, Server A,  84%, 1792 MB,   3 GB
2026-03-02 14:20:03.337843, Server A,  26%, 3072 MB,  53 GB
2026-03-02 14:20:03.339737, Server C,  25%, 3584 MB,  65 GB
2026-03-02 14:20:03.341290, Server C,  98%, 1280 MB,   9 GB
2026-03-02 14:20:03.343090, Server C,   3%,  512 MB,   3 GB
2026-03-02 14:20:03.344890, Server C,  18%, 2304 MB,  66 GB
2026-03-02 14:20:03.346695, Server B,  99%, 3328 MB,  85 GB
2026-03-02 14:20:03.348494, Server C,  19%, 3584 MB,   3 GB
2026-03-02 14:20:03.350289, Server C,  90%, 3328 MB,  42 GB
2026-03-02 14:20:03.352316, Server A,  88%,  768 MB,  95 GB
2026-03-02 14:20:03.354439, Server B,  14%, 1792 MB,  31 GB
2026-03-02 14:20:03.356576, Server A,  93%,  512 MB,  95 GB
2026-03-02 14:20:03.358647, Server C,  44%, 2304 MB,  81 GB
2026-03-02 14:20:03.360661, Server C,   8%,  512 MB,   8 GB
2026-03-02 14:20:03.362666, Server B,  58%, 4096 MB,  70 GB
2026-03-02 14:20:03.364678, Server C,  43%, 4096 MB,  60 GB
2026-03-02 14:20:03.366695, Server C,  31%, 3584 MB,  13 GB
2026-03-02 14:20:03.368703, Server A,  64%, 3584 MB,  92 GB
2026-03-02 14:20:03.370764, Server B,  21%, 1792 MB,  49 GB
2026-03-02 14:20:03.372876, Server A,  80%,  512 MB,  24 GB
2026-03-02 14:20:03.374926, Server B,  77%, 2560 MB,  82 GB
2026-03-02 14:20:03.376975, Server A,  11%, 3328 MB,  81 GB
2026-03-02 14:20:03.379037, Server A,  83%, 2304 MB,   4 GB
2026-03-02 14:20:03.381125, Server C,  29%,  512 MB,  14 GB
2026-03-02 14:20:03.383229, Server C,  52%, 1536 MB,  38 GB
2026-03-02 14:20:03.385391, Server C,  70%, 2816 MB,  93 GB
2026-03-02 14:20:03.387032, Server A,  47%,  768 MB,  44 GB
2026-03-02 14:20:03.388859, Server B,   8%, 3328 MB,  21 GB
2026-03-02 14:20:03.390468, Server C,  25%, 1792 MB,  91 GB
2026-03-02 14:20:03.392110, Server B,  68%, 4096 MB,  71 GB
2026-03-02 14:20:03.393751, Server A,  12%, 1792 MB,  60 GB
2026-03-02 14:20:03.395403, Server C,  40%, 2048 MB,  91 GB
2026-03-02 14:20:03.397041, Server A,  85%, 2816 MB,   6 GB
2026-03-02 14:20:03.398681, Server C,  30%, 1280 MB,  57 GB
2026-03-02 14:20:03.400422, Server B,  89%, 3072 MB,  46 GB
2026-03-02 14:20:03.402073, Server C,  64%, 3584 MB,  67 GB
2026-03-02 14:20:03.403715, Server C,  86%, 1280 MB,  15 GB
2026-03-02 14:20:03.405336, Server C,   4%, 1280 MB,  67 GB
2026-03-02 14:20:03.406973, Server A,  90%, 4096 MB,  64 GB
2026-03-02 14:20:03.409160, Server B,  24%, 1792 MB,  92 GB
2026-03-02 14:20:03.410809, Server A,  18%, 3584 MB,  93 GB
2026-03-02 14:20:03.412491, Server B,  44%, 2560 MB,  63 GB
2026-03-02 14:20:03.414133, Server A,  54%, 3584 MB,  44 GB
2026-03-02 14:20:03.415775, Server B,  36%, 2304 MB,  92 GB
2026-03-02 14:20:03.417414, Server C,  78%, 1792 MB,  66 GB
2026-03-02 14:20:03.419053, Server C,  77%, 3072 MB,  38 GB
2026-03-02 14:20:03.420619, Server B,  26%, 1024 MB,  43 GB
2026-03-02 14:20:03.422256, Server C,  62%, 3328 MB,  70 GB
2026-03-02 14:20:03.423913, Server B,  50%,  512 MB,  12 GB
2026-03-02 14:20:03.425550, Server A,  30%,  768 MB,  79 GB
2026-03-02 14:20:03.427192, Server A,  69%,  768 MB,  23 GB
2026-03-02 14:20:03.429375, Server C,  16%, 2304 MB,  83 GB
2026-03-02 14:20:03.431011, Server C,  38%, 4096 MB,  62 GB
2026-03-02 14:20:03.432663, Server C,  60%, 3584 MB,  27 GB
2026-03-02 14:20:03.434298, Server B,  70%, 2304 MB,   5 GB
2026-03-02 14:20:03.435888, Server C,  44%, 1536 MB,  84 GB
2026-03-02 14:20:03.437528, Server B,  47%, 2304 MB,  26 GB
2026-03-02 14:20:03.439707, Server B,  31%, 2304 MB,  87 GB
2026-03-02 14:20:03.441354, Server C,  48%,  768 MB,  60 GB
2026-03-02 14:20:03.442999, Server B,  31%, 3328 MB,  65 GB
2026-03-02 14:20:03.444642, Server C,  33%, 4096 MB,  93 GB
2026-03-02 14:20:03.446827, Server B,   2%, 1536 MB,  69 GB
2026-03-02 14:20:03.448458, Server B,  53%, 4096 MB,  71 GB
2026-03-02 14:20:03.450426, Server A,  50%, 1792 MB,  11 GB
2026-03-02 14:20:03.452156, Server A,  56%, 2816 MB,   3 GB
2026-03-02 14:20:03.453801, Server A,  56%, 2560 MB,  18 GB
2026-03-02 14:20:03.455450, Server B,  28%, 2048 MB,  80 GB
2026-03-02 14:20:03.457089, Server A,  46%, 3840 MB,  73 GB
2026-03-02 14:20:03.458731, Server C,  38%,  768 MB,  27 GB
2026-03-02 14:20:03.460475, Server B,  19%, 3328 MB,  96 GB
2026-03-02 14:20:03.462107, Server C,  68%, 2304 MB,  60 GB
2026-03-02 14:20:03.463745, Server C,  70%, 1536 MB,  93 GB
2026-03-02 14:20:03.465588, Server C,  19%, 4096 MB,  73 GB
2026-03-02 14:20:03.467261, Server A,  34%, 3072 MB,  55 GB
2026-03-02 14:20:03.468900, Server A,   9%, 3584 MB,  51 GB
2026-03-02 14:20:03.470540, Server B,  49%, 2560 MB,  97 GB
2026-03-02 14:20:03.472179, Server C,  44%, 2560 MB,  37 GB
2026-03-02 14:20:03.473814, Server A,  80%, 1792 MB,  38 GB
2026-03-02 14:20:03.475453, Server A,  14%, 4096 MB,  78 GB
2026-03-02 14:20:03.477089, Server C,  26%, 2304 MB,  62 GB
2026-03-02 14:20:03.478726, Server C,  49%, 4096 MB,   9 GB
2026-03-02 14:20:03.480366, Server C,  57%, 1280 MB,   5 GB
2026-03-02 14:20:03.481772, Server B,  55%, 2560 MB,  28 GB
2026-03-02 14:20:03.483458, Server A,  84%, 3584 MB,  36 GB
2026-03-02 14:20:03.484886, Server C,  40%, 2560 MB,  69 GB
2026-03-02 14:20:03.486463, Server B,  86%, 3840 MB,  17 GB
2026-03-02 14:20:03.488098, Server B,  42%, 2816 MB,  98 GB
2026-03-02 14:20:03.489871, Server C,  91%, 1280 MB,  60 GB
2026-03-02 14:20:03.491507, Server A,  10%, 3840 MB,  92 GB
2026-03-02 14:20:03.493154, Server B,  99%, 3840 MB,   1 GB
2026-03-02 14:20:03.494784, Server B,  98%,  512 MB,  48 GB
2026-03-02 14:20:03.497155, Server C,  60%, 3584 MB,  79 GB
2026-03-02 14:20:03.498864, Server A,  90%, 1280 MB,  82 GB
2026-03-02 14:20:03.500512, Server C,  69%, 2816 MB,  80 GB
2026-03-02 14:20:03.502153, Server C,  49%, 1792 MB,  55 GB
2026-03-02 14:20:03.503795, Server B,  39%, 2560 MB,  54 GB
2026-03-02 14:20:03.505437, Server C,  23%, 1280 MB,  73 GB
2026-03-02 14:20:03.507072, Server B,  69%, 1792 MB,  85 GB
2026-03-02 14:20:03.508713, Server B,  61%, 3328 MB,  61 GB
2026-03-02 14:20:03.510370, Server A,  88%, 2560 MB,   7 GB
2026-03-02 14:20:03.512009, Server A,  88%, 1280 MB,  19 GB
2026-03-02 14:20:03.513359, Server A,  12%, 3584 MB,  49 GB
2026-03-02 14:20:03.515120, Server A,  25%, 2048 MB,  83 GB
2026-03-02 14:20:03.516927, Server B,  25%, 3328 MB,  14 GB
2026-03-02 14:20:03.518730, Server A,  95%, 3328 MB,  51 GB
2026-03-02 14:20:03.520439, Server C,  52%,  768 MB,  10 GB
2026-03-02 14:20:03.522523, Server C,  53%, 1792 MB,  23 GB
2026-03-02 14:20:03.524606, Server A,  69%, 1024 MB,  36 GB
2026-03-02 14:20:03.526688, Server B,  63%, 3840 MB,  52 GB
2026-03-02 14:20:03.528884, Server A,  52%, 3328 MB,  97 GB
2026-03-02 14:20:03.530492, Server A,  47%, 3584 MB,  48 GB
2026-03-02 14:20:03.532567, Server C,  38%, 2304 MB,   7 GB
2026-03-02 14:20:03.534628, Server A,  64%, 2560 MB,  25 GB
2026-03-02 14:20:03.536698, Server A,  75%,  512 MB,  24 GB
2026-03-02 14:20:03.538757, Server B,  98%, 2048 MB,  36 GB
2026-03-02 14:20:03.540830, Server B,   2%, 3840 MB,  52 GB
2026-03-02 14:20:03.542901, Server B,  30%, 3584 MB,  20 GB
2026-03-02 14:20:03.545208, Server B,  40%, 3328 MB,   6 GB
2026-03-02 14:20:03.546388, Server B,  21%, 3584 MB,  76 GB
2026-03-02 14:20:03.547996, Server C,  92%, 3584 MB,  41 GB
2026-03-02 14:20:03.549646, Server C,  40%, 4096 MB,  87 GB
2026-03-02 14:20:03.551710, Server B,  59%,  512 MB,  98 GB
2026-03-02 14:20:03.553754, Server C,  88%, 2560 MB,  62 GB
2026-03-02 14:20:03.555801, Server C,  31%, 2560 MB,  48 GB
2026-03-02 14:20:03.557841, Server B,  10%, 1280 MB,  99 GB
2026-03-02 14:20:03.559911, Server C,   5%, 1792 MB,  51 GB
2026-03-02 14:20:03.562065, Server C,  76%, 2560 MB,  53 GB
2026-03-02 14:20:03.563287, Server A,  55%, 2816 MB,  74 GB
2026-03-02 14:20:03.565208, Server A,  35%,  768 MB,  20 GB
2026-03-02 14:20:03.567227, Server B,  40%, 4096 MB,  45 GB
2026-03-02 14:20:03.569253, Server A,  14%, 1280 MB,  55 GB
2026-03-02 14:20:03.571262, Server C,  85%, 2560 MB,  79 GB
2026-03-02 14:20:03.573281, Server C,  19%, 4096 MB,  95 GB
2026-03-02 14:20:03.575292, Server C,  19%, 3072 MB,   1 GB
2026-03-02 14:20:03.577398, Server B,  38%, 1536 MB,  35 GB
2026-03-02 14:20:03.579422, Server B,  69%, 1280 MB,  64 GB
2026-03-02 14:20:03.581474, Server B,  36%, 3840 MB,  18 GB
2026-03-02 14:20:03.583484, Server B,  13%, 2304 MB,  54 GB
2026-03-02 14:20:03.585501, Server C,  69%, 3328 MB,  80 GB
2026-03-02 14:20:03.587530, Server A,  70%, 3584 MB,  17 GB
2026-03-02 14:20:03.589558, Server C,  38%, 3584 MB,  42 GB
2026-03-02 14:20:03.591621, Server C,  48%, 1024 MB,  33 GB
2026-03-02 14:20:03.593891, Server C,  49%, 1280 MB,  77 GB
2026-03-02 14:20:03.595533, Server C,  46%,  512 MB,  52 GB
2026-03-02 14:20:03.597170, Server C,  26%, 2304 MB,  95 GB
2026-03-02 14:20:03.598812, Server B,  29%, 4096 MB,  23 GB
2026-03-02 14:20:03.600453, Server C,  79%,  512 MB,   4 GB
2026-03-02 14:20:03.602086, Server A,  10%, 2816 MB,  17 GB
2026-03-02 14:20:03.603729, Server A,  42%, 2560 MB,  58 GB
2026-03-02 14:20:03.605362, Server A,  21%, 3072 MB,  70 GB
2026-03-02 14:20:03.607004, Server A,   3%,  768 MB,  70 GB
2026-03-02 14:20:03.608645, Server A,  54%, 2304 MB,  28 GB
2026-03-02 14:20:03.610082, Server B,  35%, 2816 MB,  59 GB
2026-03-02 14:20:03.611692, Server C,  84%,  768 MB,  46 GB
2026-03-02 14:20:03.613339, Server A,  82%, 1024 MB,  51 GB
2026-03-02 14:20:03.614982, Server C, 100%, 2560 MB,  44 GB
2026-03-02 14:20:03.616637, Server C,  17%, 3072 MB,   0 GB
2026-03-02 14:20:03.618267, Server A,  68%, 2816 MB,  25 GB
2026-03-02 14:20:03.620445, Server C,  51%, 2560 MB,  51 GB
2026-03-02 14:20:03.622088, Server C,  45%, 1792 MB,  83 GB
2026-03-02 14:20:03.623721, Server C,  75%, 3584 MB,  29 GB
2026-03-02 14:20:03.626175, Server C,  63%, 3840 MB,  57 GB
2026-03-02 14:20:03.627732, Server C,  24%, 2304 MB,  18 GB
2026-03-02 14:20:03.629917, Server A,  27%, 1792 MB,  18 GB
2026-03-02 14:20:03.631559, Server C,  94%,  768 MB,  47 GB
2026-03-02 14:20:03.633734, Server C,  95%, 2560 MB,  87 GB
2026-03-02 14:20:03.635379, Server A,  51%, 1280 MB,  45 GB
2026-03-02 14:20:03.637024, Server B,  80%, 3584 MB,   9 GB
2026-03-02 14:20:03.638663, Server C,  66%, 2304 MB,  23 GB
2026-03-02 14:20:03.640430, Server C,  85%, 3072 MB,  52 GB
2026-03-02 14:20:03.642384, Server B,  99%, 2304 MB,  65 GB
2026-03-02 14:20:03.644045, Server C,  91%, 2560 MB,  14 GB
2026-03-02 14:20:03.645688, Server B,  27%, 1024 MB,  19 GB
2026-03-02 14:20:03.647329, Server B,  40%, 2048 MB,  76 GB
2026-03-02 14:20:03.648970, Server C,  53%, 1280 MB,   7 GB
2026-03-02 14:20:03.650617, Server C,  13%, 1792 MB,  74 GB
2026-03-02 14:20:03.652294, Server B,  76%, 2560 MB,  74 GB
2026-03-02 14:20:03.653935, Server B,  75%, 2304 MB,  55 GB
2026-03-02 14:20:03.655583, Server B,  34%, 1280 MB,  38 GB
2026-03-02 14:20:03.657439, Server C,  74%, 2048 MB,  92 GB
2026-03-02 14:20:03.658849, Server C,   7%, 3072 MB,  29 GB
2026-03-02 14:20:03.660704, Server C,  50%, 1792 MB,  38 GB
2026-03-02 14:20:03.662020, Server C,  40%, 2304 MB,  68 GB
2026-03-02 14:20:03.663780, Server A,  23%, 2560 MB,  98 GB
2026-03-02 14:20:03.665564, Server C,  34%, 3840 MB,  15 GB
2026-03-02 14:20:03.667463, Server B,   7%,  768 MB,  11 GB
2026-03-02 14:20:03.668862, Server B,  21%, 3072 MB,  59 GB
2026-03-02 14:20:03.670776, Server A, 100%, 3072 MB,  75 GB
2026-03-02 14:20:03.672111, Server B,  54%, 1536 MB,  65 GB
2026-03-02 14:20:03.673639, Server B,  14%, 1280 MB,  14 GB
2026-03-02 14:20:03.674966, Server A,  96%, 2304 MB,   9 GB
2026-03-02 14:20:03.676771, Server B,   8%, 3072 MB,  58 GB
2026-03-02 14:20:03.678564, Server C,  25%, 2560 MB,  56 GB
2026-03-02 14:20:03.680356, Server A,  76%, 1792 MB,  58 GB
2026-03-02 14:20:03.681985, Server C,  90%, 1024 MB,  12 GB
2026-03-02 14:20:03.683571, Server C,  20%, 1280 MB,  16 GB
2026-03-02 14:20:03.685115, Server C,  54%, 4096 MB,  31 GB
2026-03-02 14:20:03.686682, Server B,   8%, 1024 MB,  67 GB
2026-03-02 14:20:03.688242, Server B,  73%, 2048 MB,  71 GB
2026-03-02 14:20:03.689893, Server C,  82%, 1280 MB,  43 GB
2026-03-02 14:20:03.691469, Server B,   0%, 1536 MB,  54 GB
2026-03-02 14:20:03.693064, Server A,  80%, 1536 MB,  30 GB
2026-03-02 14:20:03.694625, Server C,   0%, 2304 MB,  45 GB
2026-03-02 14:20:03.696200, Server C,  82%, 4096 MB,  95 GB
2026-03-02 14:20:03.697812, Server C,  89%, 3072 MB,   6 GB
2026-03-02 14:20:03.699414, Server C,  87%, 4096 MB,   4 GB
2026-03-02 14:20:03.700971, Server B,  62%, 3072 MB,  78 GB
2026-03-02 14:20:03.702541, Server B,   7%, 1024 MB,  74 GB
2026-03-02 14:20:03.704082, Server B,  91%, 1792 MB,  87 GB
2026-03-02 14:20:03.705757, Server A,  35%, 3328 MB,  78 GB
2026-03-02 14:20:03.707406, Server B,   8%, 2304 MB,  45 GB
2026-03-02 14:20:03.708970, Server A,  61%, 1024 MB,  72 GB
2026-03-02 14:20:03.710526, Server B,  75%, 1792 MB,  20 GB
2026-03-02 14:20:03.712074, Server A,  99%, 1024 MB,  21 GB
2026-03-02 14:20:03.713641, Server B,   7%, 3328 MB,  53 GB
2026-03-02 14:20:03.715297, Server A,  41%, 4096 MB,  75 GB
2026-03-02 14:20:03.716915, Server C,  45%, 3328 MB,  73 GB
2026-03-02 14:20:03.718526, Server C,  91%,  768 MB,  76 GB
2026-03-02 14:20:03.720068, Server C,  73%, 3328 MB,  78 GB
2026-03-02 14:20:03.721784, Server A,  11%, 1024 MB,  25 GB
2026-03-02 14:20:03.723021, Server B,  67%,  768 MB,  32 GB
2026-03-02 14:20:03.724588, Server B,  35%,  768 MB,  23 GB
2026-03-02 14:20:03.726135, Server B,  97%, 3584 MB,   0 GB
2026-03-02 14:20:03.727737, Server C,  92%, 1280 MB,  29 GB
2026-03-02 14:20:03.729281, Server B,  69%, 1024 MB,  25 GB
2026-03-02 14:20:03.730834, Server C,  23%, 2560 MB,   6 GB
2026-03-02 14:20:03.732383, Server B,   6%,  768 MB,  61 GB
2026-03-02 14:20:03.733944, Server C,   8%, 3072 MB,  30 GB
2026-03-02 14:20:03.735517, Server C,  46%, 1536 MB,  64 GB
2026-03-02 14:20:03.737171, Server A,  39%,  512 MB,  44 GB
2026-03-02 14:20:03.738427, Server C,  69%, 3072 MB,  58 GB
2026-03-02 14:20:03.739986, Server C,  11%, 3328 MB,  78 GB
2026-03-02 14:20:03.741513, Server B,   5%, 1024 MB,  22 GB
2026-03-02 14:20:03.743059, Server B,  84%,  512 MB,  79 GB
2026-03-02 14:20:03.744588, Server B,  24%, 3072 MB,  45 GB
2026-03-02 14:20:03.746174, Server C,  30%, 1024 MB,  74 GB
2026-03-02 14:20:03.747763, Server B,  15%, 3328 MB,  80 GB
2026-03-02 14:20:03.749315, Server A,  69%, 2816 MB,  22 GB
2026-03-02 14:20:03.750877, Server C,  74%, 3072 MB,  23 GB
2026-03-02 14:20:03.752618, Server C,  42%, 4096 MB,  56 GB
2026-03-02 14:20:03.754219, Server B,   1%, 1280 MB,  56 GB
2026-03-02 14:20:03.755828, Server B,  22%, 4096 MB,  71 GB
2026-03-02 14:20:03.757400, Server A,  28%, 3328 MB,  29 GB
2026-03-02 14:20:03.758955, Server A,  48%, 3840 MB,  71 GB
2026-03-02 14:20:03.760571, Server B,  70%, 4096 MB,  25 GB
2026-03-02 14:20:03.762140, Server B,  77%, 2048 MB,  46 GB
2026-03-02 14:20:03.763739, Server C,   6%, 3584 MB,  80 GB
2026-03-02 14:20:03.765293, Server B,  59%, 1024 MB,  36 GB
2026-03-02 14:20:03.766839, Server C,  97%, 2304 MB,  22 GB
2026-03-02 14:20:03.768451, Server B, 100%, 2816 MB,  14 GB
2026-03-02 14:20:03.770070, Server C,  63%, 2560 MB, 100 GB
2026-03-02 14:20:03.771620, Server A,   9%, 2816 MB,  78 GB
2026-03-02 14:20:03.773165, Server A,  58%,  512 MB,  61 GB
2026-03-02 14:20:03.774711, Server A,   2%, 3072 MB,   4 GB
2026-03-02 14:20:03.776275, Server C,  62%, 3584 MB,  51 GB
2026-03-02 14:20:03.777851, Server A,  26%, 4096 MB,  88 GB
2026-03-02 14:20:03.779435, Server A,  89%, 2816 MB,  46 GB
2026-03-02 14:20:03.780979, Server B,  97%, 3328 MB,  28 GB
2026-03-02 14:20:03.782574, Server A,  60%, 1536 MB,   6 GB
2026-03-02 14:20:03.784232, Server B,   6%, 2304 MB,  91 GB
2026-03-02 14:20:03.785660, Server B,  65%, 2048 MB,  84 GB
2026-03-02 14:20:03.787250, Server A,  32%, 3328 MB,  70 GB
2026-03-02 14:20:03.788799, Server C,  37%,  512 MB,  85 GB
2026-03-02 14:20:03.790364, Server A,  14%, 2560 MB,  47 GB
2026-03-02 14:20:03.791956, Server A,  85%, 3328 MB,  80 GB
2026-03-02 14:20:03.793595, Server C,  15%, 3328 MB,  32 GB
2026-03-02 14:20:03.795241, Server A,  19%, 3072 MB,  79 GB
2026-03-02 14:20:03.796869, Server C,  34%, 1536 MB,  77 GB
2026-03-02 14:20:03.798509, Server B,  81%,  768 MB,  87 GB
2026-03-02 14:20:03.800217, Server C,  76%, 1536 MB,  81 GB
2026-03-02 14:20:03.801784, Server A,  43%, 3584 MB,  86 GB
2026-03-02 14:20:03.803406, Server B,  20%, 3584 MB,  73 GB
2026-03-02 14:20:03.804553, Server C,  14%, 1792 MB,  18 GB
2026-03-02 14:20:03.806130, Server C,  63%, 2816 MB,  43 GB
2026-03-02 14:20:03.807383, Server B, 100%, 3072 MB,  33 GB
2026-03-02 14:20:03.808977, Server A,  41%, 2304 MB,  94 GB
2026-03-02 14:20:03.810551, Server B,  59%, 3072 MB,  81 GB
2026-03-02 14:20:03.812125, Server A,  61%, 2304 MB,  76 GB
2026-03-02 14:20:03.813670, Server B,  34%, 1536 MB,  18 GB
2026-03-02 14:20:03.815214, Server A,  31%, 1280 MB,  23 GB
2026-03-02 14:20:03.816842, Server B,  21%, 1792 MB,   8 GB
2026-03-02 14:20:03.818414, Server C,  72%, 3584 MB,  88 GB
2026-03-02 14:20:03.820056, Server C,  75%, 3328 MB,  59 GB
2026-03-02 14:20:03.821704, Server C,  27%, 1280 MB,  26 GB
