Timestamp,Server,CPU Usage,Memory Usage,Disk Usage
2026-03-02 14:20:04.017292,Server C,97,3840,70
2026-03-02 14:20:04.046396,Server C,86,1280,71
2026-03-02 14:20:04.135699,Server C,87,2304,50
2026-03-02 14:20:04.144159,Server C,90,2816,48
2026-03-02 14:20:04.232602,Server C,85,3584,1
2026-03-02 14:20:04.245817,Server C,90,2304,37
2026-03-02 14:20:04.260322,Server C,87,2304,97
2026-03-02 14:20:04.265063,Server C,100,2048,61
2026-03-02 14:20:04.396033,Server C,93,1024,70
2026-03-02 14:20:04.474325,Server C,90,2560,17
2026-03-02 14:20:04.485546,Server C,89,1536,8
2026-03-02 14:20:04.488761,Server C,93,1792,32
2026-03-02 14:20:04.528819,Server C,88,3584,85
2026-03-02 14:20:04.571950,Server C,84,1024,100
2026-03-02 14:20:04.588443,Server C,93,2048,31
2026-03-02 14:20:04.681709,Server C,93,2304,42
2026-03-02 14:20:04.728628,Server C,84,3072,3
2026-03-02 14:20:04.777516,Server C,81,3328,7
2026-03-02 14:20:04.789759,Server C,99,2304,90
2026-03-02 14:20:04.812883,Server C,100,1024,10
2026-03-02 14:20:04.852004,Server C,99,1024,60
2026-03-02 14:20:04.873530,Server C,95,3328,85
2026-03-02 14:20:04.879210,Server C,97,3072,3
2026-03-02 14:20:04.915592,Server C,100,2816,16
2026-03-02 14:20:04.928683,Server C,84,3840,90
2026-03-02 14:20:04.942159,Server C,94,3584,55
2026-03-02 14:20:04.950879,Server C,96,512,26
2026-03-02 14:20:04.959489,Server C,95,768,26
2026-03-02 14:20:04.969857,Server C,93,3840,86
2026-03-02 14:20:05.007189,Server C,98,1280,80
2026-03-02 14:20:05.088978,Server C,100,1792,9
2026-03-02 14:20:05.092254,Server C,90,2560,30
2026-03-02 14:20:05.115880,Server C,89,3584,24
2026-03-02 14:20:05.201400,Server C,85,512,21
2026-03-02 14:20:05.206328,Server C,91,4096,37
2026-03-02 14:20:05.273195,Server C,100,1024,39
2026-03-02 14:20:05.279995,Server C,100,3840,95
2026-03-02 14:20:05.298781,Server C,85,3328,73
2026-03-02 14:20:05.383458,Server C,91,512,70
2026-03-02 14:20:05.399573,Server C,97,3840,46
2026-03-02 14:20:05.418161,Server C,81,3328,71
2026-03-02 14:20:05.435901,Server C,95,3328,61
2026-03-02 14:20:05.470711,Server C,100,3584,9
2026-03-02 14:20:05.500952,Server C,84,512,79
2026-03-02 14:20:05.505873,Server C,95,3584,91
2026-03-02 14:20:05.527187,Server C,93,2304,27
2026-03-02 14:20:05.538880,Server C,88,1280,60
2026-03-02 14:20:05.562023,Server C,84,2304,45
2026-03-02 14:20:05.563652,Server C,82,1024,20
2026-03-02 14:20:05.641756,Server C,91,2048,70
2026-03-02 14:20:05.674250,Server C,84,3328,38
2026-03-02 14:20:05.675842,Server C,84,768,59
2026-03-02 14:20:05.680179,Server C,92,768,89
2026-03-02 14:20:05.696899,Server C,82,768,33
2026-03-02 14:20:05.700718,Server C,95,3072,90
2026-03-02 14:20:05.730802,Server C,81,2560,25
2026-03-02 14:20:05.813793,Server C,100,3840,6
2026-03-02 14:20:05.824166,Server C,85,1536,99
2026-03-02 14:20:05.853828,Server C,95,512,52
2026-03-02 14:20:05.871339,Server C,89,4096,25
2026-03-02 14:20:05.883099,Server C,88,2048,83
2026-03-02 14:20:05.899818,Server C,85,2560,27
2026-03-02 14:20:05.908145,Server C,84,3584,19
2026-03-02 14:20:05.929903,Server C,81,2048,49
2026-03-02 14:20:05.947546,Server C,96,1024,65
2026-03-02 14:20:05.984997,Server C,83,768,34
2026-03-02 14:20:05.990672,Server C,89,512,79
2026-03-02 14:20:06.014022,Server C,82,2304,90
2026-03-02 14:20:06.077183,Server C,82,2304,67
2026-03-02 14:20:06.096079,Server C,92,2048,87
2026-03-02 14:20:06.108675,Server C,82,1792,46
2026-03-02 14:20:06.121909,Server C,89,3328,7
2026-03-02 14:20:06.162489,Server C,96,1280,42
2026-03-02 14:20:06.166329,Server C,98,3584,89
2026-03-02 14:20:06.230099,Server C,86,1792,2
2026-03-02 14:20:06.235552,Server C,88,768,17
2026-03-02 14:20:06.242156,Server C,99,2816,52
2026-03-02 14:20:06.264192,Server C,84,1280,42
2026-03-02 14:20:06.280341,Server C,81,4096,70
2026-03-02 14:20:06.297542,Server C,94,512,15
2026-03-02 14:20:06.332415,Server C,100,2816,25
2026-03-02 14:20:06.382148,Server C,94,1024,23
2026-03-02 14:20:06.392393,Server C,99,3072,35
2026-03-02 14:20:06.419728,Server C,84,3328,69
2026-03-02 14:20:06.503950,Server C,92,768,59
2026-03-02 14:20:06.528044,Server C,82,3584,77
2026-03-02 14:20:06.544215,Server C,100,4096,13
2026-03-02 14:20:06.546204,Server C,90,1792,69
2026-03-02 14:20:06.588972,Server C,89,1280,46
2026-03-02 14:20:06.651472,Server C,93,1280,62
2026-03-02 14:20:06.697401,Server C,90,3072,5
2026-03-02 14:20:06.711692,Server C,85,768,6
2026-03-02 14:20:06.714849,Server C,93,2816,45
2026-03-02 14:20:06.724262,Server C,94,3840,35
2026-03-02 14:20:06.730370,Server C,93,1024,14
2026-03-02 14:20:06.740817,Server C,88,2304,98
2026-03-02 14:20:06.777968,Server C,98,3072,67
2026-03-02 14:20:06.780015,Server C,84,3840,8
2026-03-02 14:20:06.811340,Server C,91,1024,14
2026-03-02 14:20:06.812500,Server C,100,3328,28
2026-03-02 14:20:06.828505,Server C,93,512,92
2026-03-02 14:20:06.832729,Server C,93,3328,27
2026-03-02 14:20:06.878687,Server C,100,1792,63
2026-03-02 14:20:06.912211,Server C,92,1536,100
2026-03-02 14:20:06.916126,Server C,84,2048,94
2026-03-02 14:20:06.930463,Server C,91,1536,58
2026-03-02 14:20:06.981353,Server C,85,4096,10
2026-03-02 14:20:07.019226,Server C,90,1280,11
2026-03-02 14:20:07.024013,Server C,95,1536,6
2026-03-02 14:20:07.032330,Server C,97,2560,47
2026-03-02 14:20:07.037315,Server C,82,2816,93
2026-03-02 14:20:07.045349,Server C,98,3840,24
2026-03-02 14:20:07.083065,Server C,95,1792,18
2026-03-02 14:20:07.089574,Server C,87,2048,66
2026-03-02 14:20:07.117357,Server C,98,512,24
2026-03-02 14:20:07.131947,Server C,94,2816,29
2026-03-02 14:20:07.148063,Server C,100,1280,7
2026-03-02 14:20:07.161055,Server C,98,4096,40
2026-03-02 14:20:07.222422,Server C,88,768,0
2026-03-02 14:20:07.235579,Server C,100,1024,74
2026-03-02 14:20:07.252802,Server C,95,2816,87
2026-03-02 14:20:07.277379,Server C,91,512,74
2026-03-02 14:20:07.308048,Server C,93,3840,82
2026-03-02 14:20:07.396875,Server C,85,4096,88
2026-03-02 14:20:07.409801,Server C,91,1280,17
2026-03-02 14:20:07.430142,Server C,86,1280,6
2026-03-02 14:20:07.470197,Server C,93,3840,25
2026-03-02 14:20:07.576090,Server C,95,512,94
2026-03-02 14:20:07.589587,Server C,91,1024,28
2026-03-02 14:20:07.601601,Server C,90,1280,36
2026-03-02 14:20:07.603234,Server C,87,2304,70
2026-03-02 14:20:07.604867,Server C,82,1024,87
2026-03-02 14:20:07.663107,Server C,89,2560,37
2026-03-02 14:20:07.675520,Server C,82,768,57
2026-03-02 14:20:07.693340,Server C,90,2560,14
2026-03-02 14:20:07.746311,Server C,85,1536,38
2026-03-02 14:20:07.751422,Server C,89,1024,55
2026-03-02 14:20:07.756407,Server C,88,2816,85
2026-03-02 14:20:07.782738,Server C,99,1024,89
2026-03-02 14:20:07.798361,Server C,97,2560,79
2026-03-02 14:20:07.850301,Server C,89,3584,59
2026-03-02 14:20:07.880975,Server C,91,2560,53
2026-03-02 14:20:07.886281,Server C,93,4096,69
2026-03-02 14:20:07.890227,Server C,91,1280,18
2026-03-02 14:20:07.959268,Server C,98,3328,51
2026-03-02 14:20:08.012065,Server C,82,768,7
2026-03-02 14:20:08.122915,Server C,82,3072,49
2026-03-02 14:20:08.131026,Server C,89,2304,61
2026-03-02 14:20:08.168447,Server C,85,3072,55
2026-03-02 14:20:08.173532,Server C,85,1792,17
2026-03-02 14:20:08.188634,Server C,82,1024,97
2026-03-02 14:20:08.193905,Server C,99,3584,56
2026-03-02 14:20:08.278927,Server C,88,2560,47
2026-03-02 14:20:08.300597,Server C,90,1024,94
2026-03-02 14:20:08.320708,Server C,97,3840,52
2026-03-02 14:20:08.323873,Server C,83,512,7
2026-03-02 14:20:08.327142,Server C,94,3584,68
2026-03-02 14:20:08.330341,Server C,94,2816,0
2026-03-02 14:20:08.354240,Server C,90,768,18
2026-03-02 14:20:08.404921,Server C,83,2304,21
2026-03-02 14:20:08.423990,Server C,94,1536,89
2026-03-02 14:20:08.430294,Server C,99,1792,78
2026-03-02 14:20:08.439840,Server C,98,2816,27
2026-03-02 14:20:08.441415,Server C,82,2816,37
2026-03-02 14:20:08.465192,Server C,90,1536,61
2026-03-02 14:20:08.479499,Server C,100,2560,38
2026-03-02 14:20:08.503375,Server C,94,1280,31
2026-03-02 14:20:08.519321,Server C,82,4096,9
2026-03-02 14:20:08.544656,Server C,92,2560,51
2026-03-02 14:20:08.579495,Server C,87,2304,39
2026-03-02 14:20:08.610943,Server C,88,3072,59
2026-03-02 14:20:08.641877,Server C,96,3584,47
2026-03-02 14:20:08.649975,Server C,88,1792,67
2026-03-02 14:20:08.716406,Server C,82,2560,97
2026-03-02 14:20:08.722750,Server C,93,3328,62
2026-03-02 14:20:08.733055,Server C,92,1792,2
2026-03-02 14:20:08.739342,Server C,92,512,77
2026-03-02 14:20:08.751585,Server C,96,2048,43
2026-03-02 14:20:08.771162,Server C,85,1280,58
2026-03-02 14:20:08.808863,Server C,91,1536,32
2026-03-02 14:20:08.820304,Server C,93,3072,49
2026-03-02 14:20:08.833773,Server C,98,1792,46
2026-03-02 14:20:08.837585,Server C,86,2816,24
2026-03-02 14:20:08.842490,Server C,96,3840,80
2026-03-02 14:20:08.845961,Server C,100,2048,50
2026-03-02 14:20:08.847544,Server C,97,2816,61
2026-03-02 14:20:08.895011,Server C,97,2816,23
2026-03-02 14:20:08.915673,Server C,82,1024,64
2026-03-02 14:20:08.941482,Server C,95,2048,62
2026-03-02 14:20:08.960466,Server C,96,2048,51
2026-03-02 14:20:08.963735,Server C,91,3328,9
2026-03-02 14:20:09.023815,Server C,84,1024,69
2026-03-02 14:20:09.131895,Server C,83,2048,5
2026-03-02 14:20:09.280126,Server C,88,2304,91
2026-03-02 14:20:09.292785,Server C,86,3328,98
2026-03-02 14:20:09.307427,Server C,93,1024,81
2026-03-02 14:20:09.323648,Server C,91,1536,78
2026-03-02 14:20:09.359391,Server C,95,2816,80
2026-03-02 14:20:09.365972,Server C,85,1536,25
2026-03-02 14:20:09.439556,Server C,99,512,66
2026-03-02 14:20:09.455145,Server C,91,512,61
2026-03-02 14:20:09.466140,Server C,81,512,89
2026-03-02 14:20:09.533592,Server C,92,2304,26
2026-03-02 14:20:09.553040,Server C,82,2304,36
2026-03-02 14:20:09.640297,Server C,93,3584,92
2026-03-02 14:20:09.674406,Server C,88,1024,75
2026-03-02 14:20:09.677448,Server C,97,3072,78
2026-03-02 14:20:09.706954,Server C,87,512,96
2026-03-02 14:20:09.736424,Server C,85,1536,69
2026-03-02 14:20:09.748803,Server C,86,1792,70
2026-03-02 14:20:09.755176,Server C,88,1792,78
2026-03-02 14:20:09.808365,Server C,94,1536,29
2026-03-02 14:20:09.853033,Server C,100,3840,49
2026-03-02 14:20:09.868497,Server C,86,2048,67
2026-03-02 14:20:09.899140,Server C,88,1024,9
2026-03-02 14:20:09.939936,Server C,82,1024,11
2026-03-02 14:20:09.994271,Server C,83,3072,62
2026-03-02 14:20:10.016948,Server C,84,1280,26
2026-03-02 14:20:10.021851,Server C,88,3072,50
2026-03-02 14:20:10.025890,Server C,99,3328,46
2026-03-02 14:20:10.109755,Server C,93,2560,81
2026-03-02 14:20:10.139929,Server C,93,768,41
2026-03-02 14:20:10.204949,Server C,88,1792,51
2026-03-02 14:20:10.288703,Server C,86,1536,1
2026-03-02 14:20:10.351220,Server C,90,1792,30
2026-03-02 14:20:10.398882,Server C,85,768,86
2026-03-02 14:20:10.416344,Server C,82,2048,80
2026-03-02 14:20:10.419512,Server C,95,1280,70
2026-03-02 14:20:10.438253,Server C,90,4096,18
2026-03-02 14:20:10.443055,Server C,100,2304,28
2026-03-02 14:20:10.446222,Server C,95,2816,50
2026-03-02 14:20:10.452484,Server C,89,3328,13
2026-03-02 14:20:10.494551,Server C,87,768,40
2026-03-02 14:20:10.578103,Server C,91,3840,96
2026-03-02 14:20:10.601962,Server C,92,3840,52
2026-03-02 14:20:10.609994,Server C,89,512,26
2026-03-02 14:20:10.619600,Server C,83,3584,77
2026-03-02 14:20:10.643447,Server C,95,1024,94
2026-03-02 14:20:10.680906,Server C,85,2048,90
2026-03-02 14:20:10.688312,Server C,100,3072,64
2026-03-02 14:20:10.735999,Server C,90,1280,85
2026-03-02 14:20:10.782995,Server C,92,3328,81
2026-03-02 14:20:10.799680,Server C,88,2560,74
2026-03-02 14:20:10.803468,Server C,81,2048,79
2026-03-02 14:20:10.858732,Server C,86,1024,3
2026-03-02 14:20:10.957308,Server C,85,2304,52
2026-03-02 14:20:10.960846,Server C,91,3328,75
2026-03-02 14:20:10.990301,Server C,91,3840,99
2026-03-02 14:20:11.017535,Server C,93,1792,7
2026-03-02 14:20:11.021357,Server C,96,3584,81
2026-03-02 14:20:11.031660,Server C,99,512,29
2026-03-02 14:20:11.040357,Server C,85,3328,84
2026-03-02 14:20:11.046216,Server C,94,4096,69
2026-03-02 14:20:11.082542,Server C,97,3584,77
2026-03-02 14:20:11.105658,Server C,99,1792,85
2026-03-02 14:20:11.127431,Server C,83,2816,50
2026-03-02 14:20:11.131460,Server C,94,4096,82
2026-03-02 14:20:11.141664,Server C,84,768,21
2026-03-02 14:20:11.143656,Server C,82,3584,73
2026-03-02 14:20:11.145660,Server C,86,1792,57
2026-03-02 14:20:11.182147,Server C,82,2816,31
2026-03-02 14:20:11.228331,Server C,88,3072,71
2026-03-02 14:20:11.230075,Server C,81,2304,0
2026-03-02 14:20:11.241055,Server C,97,3840,65
2026-03-02 14:20:11.260151,Server C,94,4096,35
2026-03-02 14:20:11.288604,Server C,92,2816,21
2026-03-02 14:20:11.291821,Server C,90,3840,74
2026-03-02 14:20:11.329816,Server C,83,1536,16
2026-03-02 14:20:11.371875,Server C,83,2560,84
2026-03-02 14:20:11.381835,Server C,86,2048,39
2026-03-02 14:20:11.406460,Server C,97,1536,60
2026-03-02 14:20:11.444790,Server C,97,4096,14
2026-03-02 14:20:11.474295,Server C,85,1024,71
2026-03-02 14:20:11.532078,Server C,84,2816,3
2026-03-02 14:20:11.581497,Server C,83,3072,21
2026-03-02 14:20:11.625517,Server C,97,3840,63
2026-03-02 14:20:11.645908,Server C,93,3584,52
2026-03-02 14:20:11.647547,Server C,93,2048,21
2026-03-02 14:20:11.720457,Server C,97,512,74
2026-03-02 14:20:11.722636,Server C,98,2304,42
2026-03-02 14:20:11.767067,Server C,82,512,71
2026-03-02 14:20:11.777396,Server C,95,1536,79
2026-03-02 14:20:11.782287,Server C,81,512,32
2026-03-02 14:20:11.849641,Server C,99,2560,91
2026-03-02 14:20:11.922990,Server C,93,3840,9
2026-03-02 14:20:11.971357,Server C,90,512,2
2026-03-02 14:20:12.022485,Server C,90,3072,76
2026-03-02 14:20:12.068117,Server C,82,1792,36
2026-03-02 14:20:12.101663,Server C,93,1024,64
2026-03-02 14:20:12.125810,Server C,98,3584,27
2026-03-02 14:20:12.149980,Server C,83,2304,48
2026-03-02 14:20:12.197493,Server C,85,2560,37
2026-03-02 14:20:12.251780,Server C,82,3072,16
2026-03-02 14:20:12.312069,Server C,82,3072,99
2026-03-02 14:20:12.315388,Server C,92,512,98
2026-03-02 14:20:12.365507,Server C,92,3584,45
2026-03-02 14:20:12.440839,Server C,82,2816,15
2026-03-02 14:20:12.498823,Server C,81,3328,4
2026-03-02 14:20:12.526653,Server C,96,2304,87
2026-03-02 14:20:12.536722,Server C,96,3584,97
2026-03-02 14:20:12.556233,Server C,82,3840,68
2026-03-02 14:20:12.571800,Server C,86,1792,10
2026-03-02 14:20:12.595583,Server C,89,3328,23
2026-03-02 14:20:12.599916,Server C,96,2048,69
2026-03-02 14:20:12.617185,Server C,81,3840,98
2026-03-02 14:20:12.633523,Server C,84,1280,32
2026-03-02 14:20:12.656025,Server C,92,3328,7
2026-03-02 14:20:12.680684,Server C,83,4096,82
2026-03-02 14:20:12.685593,Server C,87,3328,68
2026-03-02 14:20:12.690506,Server C,87,512,44
2026-03-02 14:20:12.707725,Server C,98,512,73
2026-03-02 14:20:12.709873,Server C,81,1792,42
2026-03-02 14:20:12.753734,Server C,95,768,13
2026-03-02 14:20:12.774712,Server C,81,512,32
2026-03-02 14:20:12.777989,Server C,91,2816,60
2026-03-02 14:20:12.795939,Server C,89,3840,28
2026-03-02 14:20:12.815507,Server C,97,2816,88
2026-03-02 14:20:12.819318,Server C,98,768,93
2026-03-02 14:20:12.830006,Server C,87,1280,100
2026-03-02 14:20:12.835244,Server C,87,1024,42
2026-03-02 14:20:12.849255,Server C,90,512,9
2026-03-02 14:20:12.890928,Server C,85,4096,11
2026-03-02 14:20:12.935074,Server C,81,2048,4
2026-03-02 14:20:12.977299,Server C,91,2304,97
2026-03-02 14:20:12.991193,Server C,81,1792,78
2026-03-02 14:20:13.004679,Server C,94,768,88
2026-03-02 14:20:13.006856,Server C,88,3840,12
2026-03-02 14:20:13.008489,Server C,84,1792,20
2026-03-02 14:20:13.025734,Server C,92,3840,19
2026-03-02 14:20:13.031141,Server C,86,1024,96
2026-03-02 14:20:13.035796,Server C,91,1024,62
2026-03-02 14:20:13.130213,Server C,85,1792,61
2026-03-02 14:20:13.133483,Server C,82,3584,6
2026-03-02 14:20:13.161376,Server C,86,4096,29
2026-03-02 14:20:13.244419,Server C,84,1792,32
2026-03-02 14:20:13.270156,Server C,95,4096,7
2026-03-02 14:20:13.318154,Server C,94,1280,67
2026-03-02 14:20:13.326404,Server C,90,512,89
2026-03-02 14:20:13.380299,Server C,100,2816,15
2026-03-02 14:20:13.422043,Server C,99,2304,22
2026-03-02 14:20:13.428818,Server C,92,2816,63
2026-03-02 14:20:13.446487,Server C,100,3072,12
2026-03-02 14:20:13.452039,Server C,85,3584,99
2026-03-02 14:20:13.474297,Server C,91,1792,88
2026-03-02 14:20:13.519668,Server C,100,4096,81
2026-03-02 14:20:13.530172,Server C,81,1536,96
2026-03-02 14:20:13.541914,Server C,84,512,24
2026-03-02 14:20:13.548989,Server C,84,3072,60
2026-03-02 14:20:13.586812,Server C,91,2560,6
2026-03-02 14:20:13.594619,Server C,99,1792,57
2026-03-02 14:20:13.624888,Server C,94,1792,21
2026-03-02 14:20:13.648858,Server C,96,2048,11
2026-03-02 14:20:13.664771,Server C,92,1280,62
2026-03-02 14:20:13.666331,Server C,88,1536,4
2026-03-02 14:20:13.742516,Server C,87,1792,94
2026-03-02 14:20:13.751849,Server C,90,512,22
2026-03-02 14:20:13.772283,Server C,83,4096,0
2026-03-02 14:20:13.817025,Server C,96,2560,91
2026-03-02 14:20:13.832908,Server C,97,1280,84
2026-03-02 14:20:13.838349,Server C,93,768,12
2026-03-02 14:20:13.867333,Server C,97,3584,19
2026-03-02 14:20:13.871515,Server C,94,2048,93
2026-03-02 14:20:13.950529,Server C,99,1024,33
2026-03-02 14:20:13.957822,Server C,96,1024,31
2026-03-02 14:20:13.971291,Server C,87,2816,31
2026-03-02 14:20:13.979318,Server C,81,1280,52
2026-03-02 14:20:13.994803,Server C,84,512,10
2026-03-02 14:20:14.028820,Server C,83,3328,48
2026-03-02 14:20:14.077430,Server C,96,1024,9
2026-03-02 14:20:14.091637,Server C,95,1280,87
2026-03-02 14:20:14.183058,Server C,93,1024,30
2026-03-02 14:20:14.198679,Server C,81,3072,49
2026-03-02 14:20:14.200437,Server C,90,3072,29
2026-03-02 14:20:14.277390,Server C,91,3328,34
2026-03-02 14:20:14.298733,Server C,96,3584,36
2026-03-02 14:20:14.309255,Server C,85,2048,13
2026-03-02 14:20:14.339425,Server C,89,2816,37
2026-03-02 14:20:14.348366,Server C,93,3584,50
2026-03-02 14:20:14.394891,Server C,89,2560,88
2026-03-02 14:20:14.410727,Server C,87,3584,28
2026-03-02 14:20:14.451644,Server C,89,1280,87
2026-03-02 14:20:14.471829,Server C,97,768,16
2026-03-02 14:20:14.523478,Server C,89,3584,76
2026-03-02 14:20:14.542265,Server C,95,3584,66
2026-03-02 14:20:14.548815,Server C,83,768,21
2026-03-02 14:20:14.563049,Server C,83,3072,16
2026-03-02 14:20:14.590077,Server C,93,2560,53
2026-03-02 14:20:14.591776,Server C,89,1792,96
2026-03-02 14:20:14.614363,Server C,96,512,22
2026-03-02 14:20:14.618527,Server C,89,1280,72
2026-03-02 14:20:14.739121,Server C,92,4096,49
2026-03-02 14:20:14.741421,Server C,91,768,27
2026-03-02 14:20:14.771695,Server C,91,3584,90
2026-03-02 14:20:14.833592,Server C,93,2816,47
2026-03-02 14:20:14.848490,Server C,92,512,55
2026-03-02 14:20:14.897370,Server C,83,3072,66
2026-03-02 14:20:14.979001,Server C,90,3072,91
2026-03-02 14:20:15.003758,Server C,90,3584,63
2026-03-02 14:20:15.030836,Server C,89,1536,78
2026-03-02 14:20:15.061669,Server C,82,768,71
2026-03-02 14:20:15.096978,Server C,91,1024,14
2026-03-02 14:20:15.197293,Server C,90,512,84
2026-03-02 14:20:15.253040,Server C,95,2048,71
2026-03-02 14:20:15.263031,Server C,96,2560,44
2026-03-02 14:20:15.290222,Server C,97,3072,54
2026-03-02 14:20:15.304589,Server C,91,3328,43
2026-03-02 14:20:15.324915,Server C,96,2048,3
2026-03-02 14:20:15.350200,Server C,86,3072,40
2026-03-02 14:20:15.386059,Server C,86,1024,84
2026-03-02 14:20:15.403336,Server C,94,2304,60
2026-03-02 14:20:15.417504,Server C,100,1280,72
2026-03-02 14:20:15.435523,Server C,96,3840,36
2026-03-02 14:20:15.450934,Server C,81,4096,81
2026-03-02 14:20:15.458969,Server C,91,1024,25
2026-03-02 14:20:15.496954,Server C,85,3584,82
2026-03-02 14:20:15.503449,Server C,97,1280,57
2026-03-02 14:20:15.510524,Server C,86,1792,93
2026-03-02 14:20:15.512314,Server C,100,3584,74
2026-03-02 14:20:15.549417,Server C,90,2304,96
2026-03-02 14:20:15.567675,Server C,98,3840,84
2026-03-02 14:20:15.581736,Server C,97,3072,39
2026-03-02 14:20:15.592374,Server C,81,1024,39
2026-03-02 14:20:15.647479,Server C,95,3584,100
2026-03-02 14:20:15.662522,Server C,91,3584,28
2026-03-02 14:20:15.664157,Server C,84,2816,67
2026-03-02 14:20:15.669002,Server C,84,1536,87
2026-03-02 14:20:15.684109,Server C,98,512,59
2026-03-02 14:20:15.707210,Server C,87,3584,38
2026-03-02 14:20:15.731839,Server C,89,1024,30
2026-03-02 14:20:15.757041,Server C,85,3840,4
2026-03-02 14:20:15.758674,Server C,86,512,93
2026-03-02 14:20:15.765279,Server C,89,3328,57
2026-03-02 14:20:15.779650,Server C,84,3328,31
2026-03-02 14:20:15.799431,Server C,96,512,89
2026-03-02 14:20:15.852714,Server C,90,1280,55
2026-03-02 14:20:15.939002,Server C,84,768,38
2026-03-02 14:20:15.966770,Server C,83,2048,74
2026-03-02 14:20:15.987468,Server C,92,512,42
2026-03-02 14:20:16.024700,Server C,84,4096,97
2026-03-02 14:20:16.059906,Server C,98,512,48
2026-03-02 14:20:16.114586,Server C,98,1792,80
2026-03-02 14:20:16.145873,Server C,86,3584,0
2026-03-02 14:20:16.153219,Server C,96,1024,83
2026-03-02 14:20:16.163339,Server C,86,768,92
2026-03-02 14:20:16.183002,Server C,81,2816,81
2026-03-02 14:20:16.191380,Server C,88,1024,97
2026-03-02 14:20:16.195167,Server C,87,2048,97
2026-03-02 14:20:16.206818,Server C,93,3328,15
2026-03-02 14:20:16.227433,Server C,97,1536,87
2026-03-02 14:20:16.257485,Server C,81,2816,7
2026-03-02 14:20:16.268911,Server C,85,2816,4
2026-03-02 14:20:16.309938,Server C,92,3584,62
2026-03-02 14:20:16.330010,Server C,83,3840,87
2026-03-02 14:20:16.352790,Server C,91,1536,69
2026-03-02 14:20:16.387079,Server C,98,1280,71
2026-03-02 14:20:16.414864,Server C,95,1024,20
2026-03-02 14:20:16.463007,Server C,87,3072,23
2026-03-02 14:20:16.471192,Server C,94,2816,27
2026-03-02 14:20:16.482417,Server C,97,1280,13
2026-03-02 14:20:16.538752,Server C,94,1280,63
2026-03-02 14:20:16.565529,Server C,100,3584,18
2026-03-02 14:20:16.588117,Server C,95,2048,95
2026-03-02 14:20:16.620137,Server C,93,3584,62
2026-03-02 14:20:16.667271,Server C,99,3328,52
2026-03-02 14:20:16.672400,Server C,89,512,26
2026-03-02 14:20:16.680833,Server C,96,4096,97
2026-03-02 14:20:16.691002,Server C,88,3328,9
2026-03-02 14:20:16.745053,Server C,95,512,84
2026-03-02 14:20:16.758572,Server C,85,3328,22
2026-03-02 14:20:16.760202,Server C,95,2560,88
2026-03-02 14:20:16.846812,Server C,100,2816,43
2026-03-02 14:20:16.863377,Server C,92,3840,97
2026-03-02 14:20:16.921865,Server C,89,3840,44
2026-03-02 14:20:16.958612,Server C,83,4096,89
2026-03-02 14:20:16.985361,Server C,96,1536,9
2026-03-02 14:20:17.002563,Server C,91,2304,36
2026-03-02 14:20:17.013505,Server C,86,3072,5
2026-03-02 14:20:17.021434,Server C,82,4096,8
2026-03-02 14:20:17.046426,Server C,92,3328,57
2026-03-02 14:20:17.061888,Server C,96,768,16
2026-03-02 14:20:17.082499,Server C,84,3584,45
